county,latitude,longitude,crop_name,soil_pH,nitrogen,phosphorus,potassium,organic_carbon,calcium,magnesium,target_fertilizer,rich_advice_text
Bungoma,0.5695,34.5584,Maize,7.8,0.06,22.0,0.27,0.46,2.3,4.15,DAP,"The soil reaction (pH) is too alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of diammonium phosphate (DAP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Bungoma,0.5695,34.5584,Maize,6.9,0.1,14.0,0.29,0.87,2.5,3.19,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Potassium is at threshold level. Soil organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Beans: During the land preparation apply 4 tons/acre of manure or compost and 100 kg/acre of N:P:K 17:17:17. "
Bungoma,0.5695,34.5584,Maize,6.38,0.1,13.0,0.14,0.84,1.5,3.04,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus, potassium and calcium are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Beans: During the land preparation apply 4 tons/acre of manure or compost and 100 kg/acre of N:P:K 17:17:17. "
Bungoma,0.5695,34.5584,Maize,6.45,0.1,14.0,0.33,1.05,1.3,3.33,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Soya beans: During the land preparation apply 4 tons/acre of manure or compost and 100 kg/acre of N:P:K 23:23:0. "
Bungoma,0.5695,34.5584,Maize,6.35,0.08,41.0,0.3,0.86,1.3,1.63,CAN,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and calcium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN. "
Bungoma,0.5695,34.5584,Maize,5.64,0.1,18.0,0.14,1.01,1.1,1.4,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is poor. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Bungoma,0.5695,34.5584,Maize,6.07,0.11,22.0,0.12,1.05,2.5,2.19,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Bungoma,0.5695,34.5584,Maize,5.76,0.1,17.0,0.32,0.99,1.3,1.36,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).  "
Bungoma,0.5695,34.5584,Maize,5.85,0.16,21.0,0.12,1.69,3.5,4.95,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Cassava: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.42,0.13,13.0,0.14,1.34,2.1,2.52,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Bungoma,0.5695,34.5584,Maize,6.21,0.08,11.0,0.24,0.8,1.7,0.93,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus, calcium and magnesium are deficient. Potassium is at threshold level. Soil zinc and organic matter should be improved. To raise magnesium content liming with 200 kg/acre of dolomite is recommended at least 3 weeks before planting. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,6.3,0.11,52.0,0.3,1.04,2.0,1.97,CAN,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN. "
Bungoma,0.5695,34.5584,Maize,5.71,0.14,34.0,0.34,1.57,4.2,4.72,CAN,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN."
Bungoma,0.5695,34.5584,Maize,5.44,0.13,30.0,0.4,1.66,3.4,3.75,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided due to its acidic reaction. Nitrogen is deficient. Phosphorus is at threshold level. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.85,0.14,27.0,0.4,1.79,4.0,1.75,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,6.5,0.12,23.0,0.42,1.51,3.8,2.13,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,6.34,0.1,22.0,0.48,1.3,3.6,2.16,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.81,0.1,24.0,0.3,1.44,4.2,1.0,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.9,0.1,27.0,0.18,1.42,3.8,4.42,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, potassium and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,6.55,0.15,44.0,0.64,1.97,5.6,1.57,CAN,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN."
Bungoma,0.5695,34.5584,Maize,5.54,0.23,39.0,0.42,2.62,4.6,3.31,CAN,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is good. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,6.1,0.1,25.0,0.16,1.31,3.4,5.21,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.8,0.15,24.0,0.5,1.88,3.6,1.9,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Cassava: Normally not fertilized, but 100 kg/acre of N:P:K 23:23:0 can be applied in two splits; half at planting and half when the crop is 30 cm high."
Bungoma,0.5695,34.5584,Maize,5.51,0.1,18.0,0.36,1.01,3.2,1.17,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,7.36,0.14,25.0,0.44,1.03,4.4,1.63,DAP,"The soil reaction (pH) is alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of diammonium phosphate (DAP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.96,0.18,14.0,0.36,1.44,5.0,1.44,NPK 23:23:0,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.99,0.11,26.0,0.32,1.32,2.4,2.16,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Potassium is at threshold level. Soil zinc and organic matter is sufficient. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN)."
Bungoma,0.5695,34.5584,Maize,5.49,0.11,14.0,0.22,1.14,1.8,2.52,NPK 17:17:17,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is poor. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
