county,crop,soil_pH,nitrogen,organic_carbon,phosphorus,potassium,fertilizer_Recommendation,target_fertilizer
Bungoma,Maize,6.45,0.1,1.05,14.0,0.33,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Soya beans: During the land preparation apply 4 tons/acre of manure or compost and 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Bungoma,Maize,6.35,0.08,0.86,41.0,0.3,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and calcium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN. ",CAN
Bungoma,Maize,5.64,0.1,1.01,18.0,0.14,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is poor. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). ",NPK 17:17:17
Bungoma,Maize,6.07,0.11,1.05,22.0,0.12,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). ",NPK 17:17:17
Bungoma,Maize,5.76,0.1,0.99,17.0,0.32,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and calcium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).  ",NPK 23:23:0
Bungoma,Maize,5.85,0.16,1.69,21.0,0.12,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Cassava: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 17:17:17
Bungoma,Maize,5.42,0.13,1.34,13.0,0.14,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). ",NPK 17:17:17
Bungoma,Maize,6.21,0.08,0.8,11.0,0.24,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus, calcium and magnesium are deficient. Potassium is at threshold level. Soil zinc and organic matter should be improved. To raise magnesium content liming with 200 kg/acre of dolomite is recommended at least 3 weeks before planting. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 17:17:17
Bungoma,Maize,6.3,0.11,1.04,52.0,0.3,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN. ",CAN
Bungoma,Maize,5.71,0.14,1.57,34.0,0.34,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN.",CAN
Bungoma,Maize,5.44,0.13,1.66,30.0,0.4,"The soil reaction (pH) is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided due to its acidic reaction. Nitrogen is deficient. Phosphorus is at threshold level. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,5.85,0.14,1.79,27.0,0.4,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,6.5,0.12,1.51,23.0,0.42,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,6.34,0.1,1.3,22.0,0.48,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,5.81,0.1,1.44,24.0,0.3,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,5.9,0.1,1.42,27.0,0.18,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, potassium and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 17:17:17
Bungoma,Maize,6.55,0.15,1.97,44.0,0.64,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of calcium ammonium nitrate (CAN). When maize is about a knee high, top dress with 50 kg/acre of CAN.",CAN
Bungoma,Maize,5.54,0.23,2.62,39.0,0.42,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is good. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",CAN
Bungoma,Maize,6.1,0.1,1.31,25.0,0.16,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 17:17:17
Bungoma,Maize,5.8,0.15,1.88,24.0,0.5,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
Cassava: Normally not fertilized, but 100 kg/acre of N:P:K 23:23:0 can be applied in two splits; half at planting and half when the crop is 30 cm high.",NPK 23:23:0
Bungoma,Maize,5.51,0.1,1.01,18.0,0.36,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,7.36,0.14,1.03,25.0,0.44,"The soil reaction (pH) is alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of diammonium phosphate (DAP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",DAP
Bungoma,Maize,5.96,0.18,1.44,14.0,0.36,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 23:23:0
Bungoma,Maize,5.99,0.11,1.32,26.0,0.32,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Potassium is at threshold level. Soil zinc and organic matter is sufficient. 
Maize: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN).",NPK 17:17:17
Bungoma,Maize,5.49,0.11,1.14,14.0,0.22,"The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is poor. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). ",NPK 17:17:17
Uasin Gishu,Tomato,5.45,0.25,2.19,18.0,0.96,"The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil manganese and organic matter should be improved. 
Tomato: Prior to transplanting apply 2 tons/acre of well decomposed manure or compost. When transplanting apply 100 kg/acre of single superphosphate (SSP). Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 25 cm high. An application of 100 kg/acre of CAN at the start of flowering is beneficial. 
Capsicum: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At transplanting time apply 100 kg/acre of SSP. When plants are 15 cm high top dress with 50 kg/acre of CAN. Four weeks later apply 100 kg/acre of CAN. 
Cucumber: At planting time apply 2 tons/acre of well decomposed manure or compost and mix well with the soil. At transplanting apply 100 kg/acre of SSP. After thinning the crop is top dressed with 60 kg/acre of CAN followed by 120 kg/acre of CAN prior to flowering.",CAN
Bungoma,Maize,5.1,0.09,1.24,44.0,0.19,"The soil reaction (pH) is acidic for crops' growth. Acidifying fertilizers like DAP  and urea should be avoided due to their acidic reaction. Nitrogen, calcium and potassium are deficient. Soil zinc and organic matter should be improved. 
Maize/ 
Beans: During the land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 120 kg/acre of calcium ammonium nitrate (CAN) and 50 kg/acre of muriate of potash. When maize is about a knee high, top dress with 50 kg/acre of CAN. ",DAP
